ID,Title,Author,Hardcover,Paperback,NOOK_Book,Audiobook,ISBN_13_DUMMY,ISBN_13,Series,Publisher,Publication_Date,Sales_rank,Pages,Product_dimensions
9051,"Hacking Exposed, Sixth Edition: Network Security Secrets& Solutions",Stuart McClure# Joel Scambray# George Kurtz,,$39.65 ,$28.99 ,,9.78007E+12,978-0071613743,Hacking Exposed Series,McGraw-Hill Professional Publishing,,,720,7.30(w) x 9.00(h) x 1.60(d)
9052,Unauthorised Access: Physical Penetration Testing For IT Security Teams / Edition 1,Wil Allsopp,,$25.00 ,$23.49 ,,9.78047E+12,978-0470747612,,Wiley,,"1,313,538",308,7.40(w) x 9.20(h) x 0.80(d)
9053,Mastering DynamoDB,Tanmay Deshpande,,$43.99 ,$18.89 ,,9.78178E+12,978-1783551965,,Packt Publishing,,"1,164,844",,
9054,The Visual Effects Producer: Understanding the Art and Business of VFX,Charles Finance# Susan Zwerman,,$36.87 ,$32.49 ,,9.78024E+12,978-0240812632,,Taylor & Francis,,"1,164,486",404,7.50(w) x 9.20(h) x 0.90(d)
9055,SAP MM Questions And Answers,Inc.# Kogent Learning Solutions,,$38.92 ,$41.49 ,,9.78076E+12,978-0763781446,,Jones & Bartlett Learning,,"1,164,429",270,6.00(w) x 8.90(h) x 0.90(d)
9056,Purely Functional Data Structures,Chris Okasaki,$109.99 ,,$26.00 ,,9.78052E+12,978-0521631242,,Cambridge University Press,,,232,6.20(w) x 9.10(h) x 0.80(d)
9057,Pro Oracle SQL,Karen Morton# Kerry Osborne# Robyn Sands# Riyaj Shamsudeen,,$54.99 ,$35.49 ,,9.78143E+12,978-1430262206,,Apress,,,580,7.50(w) x 9.25(h) x 1.17(d)
9058,"A Handbook of Statistical Analyses Using R, Second Edition / Edition 2",Torsten Hothorn# Brian S. Everitt,, ,$53.49 ,,9.78142E+12,978-1420079333,,Taylor & Francis,,"1,164,497",376,6.00(w) x 9.20(h) x 0.90(d)
9059,Getting Started with Laravel 4,Raphael Saunier,,$34.99 ,$14.69 ,,9.78178E+12,978-1783287031,,Packt Publishing,,"1,164,514",128,7.50(w) x 9.25(h) x 0.27(d)
9060,Zythom T1 L'âge d'or est devant nous,Zythom MEM,,,,,2.94005E+12,294-0045074841,,Zythom MEM,,"1,166,046",,
9061,Hacking Exposed Web Applications / Edition 3,Joel Scambray# Vincent Liu# Caleb Sima,,$38.28 ,$39.75 ,,9.78007E+12,978-0071740647,,McGraw-Hill Professional Publishing,,"1,422,600",482,7.20(w) x 9.00(h) x 1.10(d)
9062,C#: A Beginner's Tutorial,Jayden Ky,, ,$7.99 ,,2.94015E+12,294-0150481725,,Brainy Software,,"1,165,443",312,
9063,Social Media Strategy - Attracting Your Potential Buyer!,Deedee Moore,,,,,9.7813E+12,978-1300097839,,Lulu.com,,"1,165,428",,
9064,Concept Mapping for Planning and Evaluation / Edition 1,Mary Kane# William Trochim,,,,,9.78141E+12,978-1412940283,Applied Social Research Methods Series,SAGE Publications,,"1,165,721",216,5.40(w) x 8.40(h) x 0.70(d)
9065,Safe C++: How to Lower the Bug Count of your C++ code,Vladimir Kushnir,,$24.99 ,$12.49 ,,9.78145E+12,978-1449320935,,"O'Reilly Media, Incorporated",,"1,332,289",142,6.90(w) x 9.10(h) x 0.40(d)
9066,Video Game Systems Uncovered,My App Builder,,,$9.99 ,,2.94001E+12,294-0012300287,,MyAppBuilder.com,,"1,165,499",,
9067,The Wall Street Journal. Complete Identity Theft Guidebook: How to Protect Yourself from the Most Pervasive Crime in America,Terri Cullen,,$10.84 ,$11.99 ,,9.78031E+12,978-0307338532,Wall Street Journal Identity Theft Guidebook: How to Protect Series,Crown Religion/Business/Forum,,"1,449,353",224,5.19(w) x 9.14(h) x 0.68(d)
9068,CLASH OF CLANS GAME GUIDE,HSE,,,,,9.78163E+12,978-1632958501,,HSE,,"1,165,849",,
9069,Professional Application Lifecycle Management with Visual Studio 2012,Mickey Gousset# Brian Keller# Martin Woodward,,$45.99 ,$34.49 ,,9.78112E+12,978-1118314081,,Wiley,,,600,7.40(w) x 9.20(h) x 1.10(d)
9070,Collected Essays,Rudy Rucker,,,,,2.94001E+12,294-0014512879,,Transreal Press,,"1,165,860",,
9071,Writing Compilers and Interpreters: A Software Engineering Approach / Edition 3,Ronald Mak,,$58.66 ,$45.99 ,,9.78047E+12,978-0470177075,,Wiley,,"1,166,212",864,7.50(w) x 9.20(h) x 2.00(d)
9072,"Supreme Bluetooth Technology Guide: This Amazing Handbook Will Bring You The Different Ideas On Bluetooth Technology That Includes Introduction To Bluetooth, Bluetooth Security, Bluetooth Versions, Bluetooth Specifications, Bluetooth Operations And So Muc",Stroupe,,,,,2.94001E+12,294-0013412446,,KMS Publishing,,"1,166,220",,
9073,Web-Based Training: Creating e-Learning Experiences / Edition 2,Margaret Driscoll,,,,,9.78079E+12,978-0787956196,,Wiley,,"1,166,333",352,7.93(w) x 9.88(h) x 1.31(d)
9074,Essential App Engine: Building High-Performance Java Apps with Google App Engine,Adriaan de Jonge,,$31.92 ,$27.99 ,,9.78032E+12,978-0321742636,"Developer""s Library Series",Addison-Wesley,,,310,6.90(w) x 8.90(h) x 0.90(d)
9075,Fundamentals of Object-Oriented Design in UML / Edition 1,Meilir Page-Jones# Larry L. Constantine,,$33.86 ,,,9.7802E+12,978-0201699463,Addison-Wesley Object Technology Series,Addison-Wesley,,"1,165,625",480,7.24(w) x 8.97(h) x 1.33(d)
9076,The Affiliate Marketing Success Roadmap - Get On The Road To Long Term Affiliate Success,eBook Legend,,,,,2.94001E+12,294-0012936745,,eBook Legend,,"1,165,556",,
9077,Google Guice: Agile Lightweight Dependency Injection Framework,Robbie Vanbrabant,,$26.31 ,$19.49 ,,9.78159E+12,978-1590599976,FirstPress Series,Apress,,"1,166,761",192,7.40(w) x 9.10(h) x 0.60(d)
9078,"Using iTunes 10, Enhanced Edition",Nancy Conner,, ,$5.99 ,,9.78013E+12,978-0132929806,Using,Pearson Education,,"1,167,244",,
9079,Honest Riches: Comprehensive Guide to Making Money Online,Holly Mann,,,,,9.78126E+12,978-1257136858,,Lulu.com,,"1,167,315",,
9080,"Write to the Top: A How To For Website Content Writing and Increasing Website Traffic (Increasing Website Traffic Series, #1)",Greg Strandberg,,,,,2.94015E+12,294-0151710657,Increasing Website Traffic Series,Greg Strandberg,,"1,167,183",,
9081,Schneier on Security,Bruce Schneier,$22.36 ,,$15.99 ,$9.18 ,9.78047E+12,978-0470395356,,Wiley,,"1,234,685",336,6.20(w) x 9.10(h) x 1.20(d)
9082,Embedded Ethernet and Internet Complete,Jan Axelson,,$38.95 ,$22.99 ,,9.78193E+12,978-1931448000,Complete Guides Series,Lakeview Research,,"1,166,965",482,7.00(w) x 9.00(h) x 1.00(d)
9083,Software Engineering for Internet Applications / Edition 1,Eve Astrid Andersson# Philip Greenspun# Andrew Grumet,,$26.17 ,,,9.78026E+12,978-0262511919,,MIT Press,,"1,167,023",409,
9084,Using Nook,Jim Cheshire,,,,,9.78013E+12,978-0132103206,,Pearson Education,,"1,167,424",98,
9085,"Computation, Proof, Machine: Mathematics Enters a New Age",Gilles Dowek,$103.87 ,$34.51 ,$22.49 ,,9.78052E+12,978-0521133777,,Cambridge University Press,,"1,413,944",160,5.50(w) x 8.40(h) x 0.90(d)
9086,Learn Routeros,Dennis Burgess,,$48.55 ,$28.99 ,,9.78056E+12,978-0557092710,,Lulu.com,,"1,180,396",392,0.87(w) x 9.00(h) x 6.00(d)
9087,Using Blogger,Michael Miller,,$19.03 ,$17.49 ,,9.78013E+12,978-0132119573,Using,Pearson Education,,"1,168,172",230,
9088,Adobe Premiere Pro CS4 Classroom in a Book,Adobe Creative Team,,$57.59 ,$27.99 ,,9.78032E+12,978-0321573858,Classroom in a Book Series,Adobe Press,,"1,168,196",404,7.30(w) x 9.00(h) x 0.80(d)
9089,Guida per i docenti di teoria e ITP a Tecnologia e Progettazione per il mondo digitale e per il web,Marcello Missiroli,,,,,9.7889E+12,978-8897982999,Collana Digital Docet - Teacher 2.0,Digital Index,,"1,168,207",,
9090,Mathematik für den Computer Teil II: Grafik und Sund,Michael Ziegenbalg,,,,,9.78374E+12,978-3736896109,,BookRix,,"1,168,272",10,
9091,Detecting and Combating Malicious Email,Julie JCH Ryan,,$29.95 ,$23.49 ,,9.78013E+12,978-0128001103,,Elsevier Science,,"1,168,317",94,5.90(w) x 8.90(h) x 0.30(d)
9092,How to Do Everything iPod Touch,Guy Hart-Davis,,$21.80 ,$15.99 ,,9.78007E+12,978-0071785181,How To Do Everything Series,McGraw-Hill Professional Publishing,,"1,168,569",496,7.30(w) x 9.00(h) x 1.10(d)
9093,Instant MuseScore,Maxwell Shinn,,,,,9.78178E+12,978-1783559374,,Packt Publishing Pvt. Ltd.,,"1,168,420",,
9094,Exploring Microsoft SharePoint 2013: New Features & Functions,Penelope Coventry,,$16.03 ,$9.49 ,,9.78074E+12,978-0735675520,,Microsoft Press,,"1,365,301",200,7.20(w) x 9.10(h) x 0.60(d)
9095,Nmap Essentials,David Shaw,,$24.99 ,$19.99 ,,9.78178E+12,978-1783988600,,Packt Publishing,,"1,168,756",,
9096,Designing the iPhone User Experience: A User-Centered Approach to Sketching and Prototyping iPhone Apps,Suzanne Ginsburg,,$28.01 ,$22.99 ,,9.78032E+12,978-0321699435,,Addison-Wesley,,,294,7.90(w) x 9.90(h) x 0.70(d)
9097,"Lire+Écrire: Un livre numérique sur l'édition, la lecture et l'écriture en réseau",Ouvrage collectif,,,,,9.78281E+12,978-2814507784,Hors collection,publie.net,,"1,168,937",,
9098,FileMaker Pro 12: The Missing Manual,Susan Prosser# Stuart Gripman,,$27.48 ,$22.49 ,,9.78145E+12,978-1449316280,,"O'Reilly Media, Incorporated",,"1,325,838",960,7.00(w) x 9.20(h) x 2.00(d)
9099,Help Desk Practitioner's Handbook,Barbara Czegel,,$45.68 ,$33.99 ,,9.78047E+12,978-0471319924,,Wiley,,"1,170,028",432,9.25(w) x 7.50(h) x 0.89(d)
9100,Getting Started with Intel IoT and Intel Galileo,Agus Kurniawan,,,,,9.78131E+12,978-1312609501,,Lulu.com,,"1,170,175",,
9101,Launch: How to Quickly Propel Your Business Beyond the Competition,Michael A. Stelzner,$20.13 ,,$13.99 ,$9.04 ,9.78112E+12,978-1118027233,,Wiley,,,255,6.20(w) x 9.10(h) x 1.10(d)
9102,The Art of Computer Programming Volume 2 / Edition 3,Donald E. Knuth,$61.32 ,,$51.19 ,,9.7802E+12,978-0201896848,Art of Computer Programming Series,Addison-Wesley,,,762,6.77(w) x 9.52(h) x 1.62(d)
9103,Querying with SQL T-SQL for Microsoft SQL Server,IFS Harrison,,,,,2.94004E+12,294-0044777088,To The Point,IFS Harrison,,"1,170,615",,
9104,Rise of the Robots,Zishan Khan,,,,,2.94001E+12,294-0012210722,,ScribeDigital,,"1,170,620",,
9105,iPhoto '11: The Missing Manual,David Pogue# Lesa Snider,,$21.36 ,$16.49 ,,9.78145E+12,978-1449393236,Missing Manual Series,"O'Reilly Media, Incorporated",,"1,338,653",384,7.00(w) x 9.10(h) x 0.60(d)
9106,The Complete Guide to Networking and Network+ / Edition 2,Michael Graves,,$185.23 ,,,9.78142E+12,978-1418019440,,Cengage Learning,,"1,170,759",704,7.30(w) x 9.20(h) x 1.00(d)
9107,Affiliate Marketing Profits Unleashed - Your Essential Guide to Making Money As an Affiliate,Lucifer Heart,,,,,9.7813E+12,978-1304738523,,Lulu.com,,"1,170,735",,
9108,Pivot Tables in Excel: business analysis and performance: Business Analysis and Performance,Luca Vanzulli,,,,,9.7889E+12,978-8898907199,,B2corporate,,"1,170,800",,
9109,Fine Art Digital Nature Photography,Tony Sweet,,$17.90 ,$14.49 ,,9.78081E+12,978-0811734943,,Stackpole Books,,"1,175,278",128,8.50(w) x 8.40(h) x 0.60(d)
9110,Sams Teach Yourself UNIX System Administration in 24 Hours,Dave Taylor,,,$11.99 ,,9.78067E+12,978-0672332876,Sams Teach Yourself,Pearson Education,,"1,175,309",528,
9111,Learn CSS with w3Schools,Wiley Publications Editorial Staff,,$23.99 ,,,9.78047E+12,978-0470611920,,Wiley,,"1,175,314",288,5.90(w) x 8.90(h) x 0.90(d)
9112,Kathy Jacobs on PowerPoint: Unlease the Power of PowerPoint,Kathy Jacobs,,$29.95 ,$5.99 ,,9.78097E+12,978-0972425865,On Office series,Holy Macro! Books,,"1,175,097",412,6.00(w) x 9.00(h) x 0.90(d)
9113,Iphone & Ipad- Ios 7,Speedy Publishing,,,,,9.78163E+12,978-1634289184,,Speedy Publishing LLC,,"1,175,185",5,
9114,Amazing Firefox Tips!,99 ¢ eStore# save a lot more,,,,,2.94002E+12,294-0015706338,,"99 ¢ eStore, save a lot more",,"1,175,464",,
9115,iPhone 6 30 Success Secrets - 30 Most Asked Questions on iPhone 6 - What You Need to Know,Marilyn Peterson,,$29.95 ,$13.49 ,,9.78149E+12,978-1488570209,,Emereo Pty Ltd,,,24,7.44(w) x 9.69(h) x 0.05(d)
9116,,Edward C. Baig,,,,,9.78112E+12,978-1118037904,,"Wiley, John & Sons, Incorporated",,"1,175,512",,
9117,Modern Warfare 3,The CheatMistress,,,,,9.78191E+12,978-1908429223,EZ Guides,M-Y Books,,"1,175,613",98,
9118,"Ethics of Emerging Media: Information, Social Norms, and New Media Technology",Bruce E. Drushel,$130.00 ,$39.95 ,$19.49 ,,9.78144E+12,978-1441183354,,Bloomsbury Academic,,,288,6.00(w) x 8.90(h) x 0.70(d)
9119,Just Spring Integration,Madhusudhan Konda,,$15.97 ,$10.49 ,,9.78145E+12,978-1449316082,,"O'Reilly Media, Incorporated",,,100,6.80(w) x 9.00(h) x 0.40(d)
9120,SQL: Practical Guide for Developers / Edition 1,Michael J. Donahoo# Gregory D. Speegle,,$28.36 ,$28.99 ,,9.78012E+12,978-0122205316,Practical Guides Series,Elsevier Science,,,272,0.58(w) x 7.50(h) x 9.25(d)
9121,Poser 8 Revealed: The Official Guide: The Official Guide,Kelly L. Murdock,,,,,9.78144E+12,978-1435455740,,Course Technology PTR,,"1,175,813",,
9122,"Smart Investing For Big Investment Profits: Sharpen Your Investment Skills On Stock Trading, Forex Investing And Other Income Funds Using Expert Investment Tips And Investing Strategies From Top Investors So You Can Grow Your Investments Successfully",Paul O. Quinn,,,,,2.94001E+12,294-0012208910,,Paul O. Quinn,,"1,175,833",,
9123,"Dependency Injection: With Examples in Java, Ruby, and C#",Dhanji R. Prasanna,,$30.74 ,,,9.78193E+12,978-1933988559,,Manning Publications Company,,"1,175,853",352,7.50(w) x 9.50(h) x 0.10(d)
9124,A Beginners Guide to Word 2011 for Mac,Minute Help Guides,,,,,9.78161E+12,978-1610424202,,Minute Help Press,,"1,176,915",,
9125,How To Play a Mage In WoW,HowExpert,,,,,2.94001E+12,294-0011273308,,HowExpert Press,,"1,177,137",,
9126,Basic of Winning Slots,Edward Allen,,,,,2.94001E+12,294-0013434424,,Cardoza Publishing,,"1,177,199",64,
9127,C#,Herbert Schildt,,$26.44 ,,,9.78007E+12,978-0072133295,Beginner's Guides Series,"McGraw-Hill Companies, The",,"1,177,355",644,1.36(w) x 7.50(h) x 9.25(d)
9128,Wireless Hacking: Projects for Wi-Fi Enthusiasts: Cut the cord and discover the world of wireless hacks!,Lee Barken, ,,$25.49 ,,9.78008E+12,978-0080481784,,Elsevier Science,,"1,179,199",416,
9129,David Busch's Sony Alpha NEX-5/NEX-3 Guide to Digital Photography,David D. Busch,,$21.35 ,$20.99 ,,9.78144E+12,978-1435459182,David Busch's Digital Photography Guides Series,Cengage Learning,,"1,179,187",320,7.74(w) x 9.14(h) x 0.84(d)
9130,Far from the Factory: Lean for the Information Age,George Gonzalez-Rivas# Linus Larsson,,,,,9.78142E+12,978-1420094565,,Taylor & Francis,,"1,178,155",325,8.40(w) x 10.90(h) x 0.80(d)
9131,How to Break Software: A Practical Guide to Testing / Edition 1,James A. Whittaker,,$31.09 ,,,9.7802E+12,978-0201796193,,Pearson,,"1,178,963",178,6.80(w) x 9.00(h) x 0.70(d)
9132,Computing for Grannies,Henry Wright,,,,,9.78145E+12,978-1447697626,,Lulu.com,,"1,179,020",,
9133,Beginning Silverlight 5 in C#,Robert Lair,,$39.99 ,$23.99 ,,9.78143E+12,978-1430234616,,Apress,,,422,7.50(w) x 9.20(h) x 1.00(d)
9134,How to Market a Book,Lori Culwell# Katherine Sears,$28.00 ,$12.54 ,$3.99 ,,2.94001E+12,294-0014728386,,Booktrope Editions,,"1,179,053",136,
9135,"Legislating Privacy: Technology, Social Values, and Public Policy",Priscilla M. Regan, ,$45.00 ,$16.49 ,,9.78081E+12,978-0807857496,,The University of North Carolina Press,,,336,6.00(w) x 8.90(h) x 1.00(d)
9136,Learning Kendo UI Web Development,John Adams,,$44.99 ,$18.89 ,,9.78185E+12,978-1849694346,,Packt Publishing,,,288,7.50(w) x 9.25(h) x 0.60(d)
9137,WxPython in Action,Noel Rappin PH.D.# Robin Dunn,,$31.38 ,,,9.78193E+12,978-1932394627,,Manning Publications Company,,"1,178,643",552,7.55(w) x 9.22(h) x 1.20(d)
9138,Approximation Algorithms / Edition 1,Vijay V. Vazirani,$50.95 ,$69.99 ,,,9.78364E+12,978-3642084690,,Springer Berlin Heidelberg,,,380,0.82(w) x 9.21(h) x 6.14(d)
9139,"The TAB Battery Book: An In-Depth Guide to Construction, Design, and Use / Edition 1",Michael Root,,$21.00 ,$23.99 ,,9.78007E+12,978-0071739900,,McGraw-Hill Professional Publishing,,"1,177,725",272,7.30(w) x 9.00(h) x 0.70(d)
9140,Bmc Certified Administrator- Bmc Bladelogic Server Automation Secrets to Acing the Exam and Successful Finding and Landing Your Next Bmc Certified Adm,Samuel Rocha,,$32.43 ,$16.49 ,,9.78149E+12,978-1486159130,,Emereo Pty Ltd,,,126,6.00(w) x 9.00(h) x 0.30(d)
9141,FARMVILLE 2 GAME GUIDE,HSE,,,,,9.78163E+12,978-1632958471,,HSE,,"1,177,966",,
9142,FIRST LEGO League: The Unofficial Guide,James Kelly# Jonathan Daudelin,, ,$13.49 ,,9.78159E+12,978-1593274504,,"No Starch Press San Francisco, CA",,"1,177,934",,
9143,The Photographer's Eye Field Guide,Michael Freeman,,$13.81 ,,,9.78024E+12,978-0240812489,Field Guide Series,Taylor & Francis,,"1,179,154",192,4.60(w) x 6.00(h) x 0.60(d)
9144,"5 Days Crash Course - Fast Path To Traffic For Beginners - Learn Proven Effective Ways To Get More Traffic To Your Websites, Blog or Other Offers",Irwing,,,,,2.94001E+12,294-0013659056,,Caring & Sharing,,"1,179,171",,
9145,Moneymaking Opportunity - A Practical Guide to Swing Trading Stock,Irwing,,,,,2.94001E+12,294-0013132771,,Caring & Sharing,,"1,179,107",86,
9146,"Ebay Marketing Makeover: Increase Sales And Grow Traffic To Your Ebay Items By Encouraging Word Of Mouth, Focusing On Your Ideal Buyers, And Optimizing Your Selling For Search And Mobile",Hillary DePiano,,,,,2.94015E+12,294-0151927406,,Priced Nostalgia,,"1,179,444",,
9147,Access 2007 VBA Programmer's Reference,Teresa Hennig# Rob Cooper# Geoffrey L. Griffith# Armen Stein,,$31.80 ,$20.99 ,,9.78047E+12,978-0470047033,Wrox Programmer's References Series,Wiley,,,1152,7.40(w) x 9.20(h) x 2.10(d)
9148,KNIME Essentials,Gabor Bakos,,$34.99 ,$12.59 ,,9.78185E+12,978-1849699211,,Packt Publishing,,"1,403,481",148,7.50(w) x 9.25(h) x 0.32(d)
9149,"20 Recipes for Programming MVC 3: Smarter, Faster Web Development",Jamie Munro,,$15.95 ,$10.49 ,,9.78145E+12,978-1449309862,,"O'Reilly Media, Incorporated",,,122,7.00(w) x 9.19(h) x 0.26(d)
9150,The Spectrum Games Bible : 1991-1993,Paul Johns# Michael Fraser,,,,,9.78126E+12,978-1257171163,,Lulu.com,,"1,179,697",,
9151,Engineering and Computer Graphics Workbook Using Solidworks 2014,Ronald Barr,,$75.00 ,,,9.78159E+12,978-1585038466,,Schroff Development Corporation,,"1,179,411",,8.40(w) x 10.90(h) x 0.60(d)
9152,A Newbies Guide to Android Wear,Minute Help Guides,,$8.99 ,$2.99 ,,2.94015E+12,294-0149639007,,Minute Help Press,,"1,179,326",,
9153,Facebooking Craze For Internet Marketers!,Alan Smith,,,,,2.94002E+12,294-0016047287,,Alan Smith,,"1,179,971",16,
9154,Peter Norton's Intro to Computers 6/e / Edition 6,Peter Norton,,$127.49 ,,,9.78007E+12,978-0072978902,,McGraw-Hill Professional Publishing,,"1,180,288",688,8.50(w) x 10.90(h) x 0.80(d)
9155,Inkscape 0.48 Illustrator's Cookbook,Mihaela Jurkovi,,,,,9.78185E+12,978-1849512664,,Packt Publishing,,"1,180,280",340,7.46(w) x 9.18(h) x 0.74(d)
9156,"Running Linux, 5th Edition",Matthias Kalle Dalheimer# Matt Welsh,,$34.63 ,$23.49 ,,9.7806E+12,978-0596007607,,"O'Reilly Media, Incorporated",,"1,180,384",974,7.00(w) x 9.20(h) x 2.00(d)
9157,Schaum's Outline of Visual Basic,Byron Gottfried,,$17.57 ,$15.99 ,,9.78007E+12,978-0071356718,Schaum's Outline Series,McGraw-Hill Professional Publishing,,"1,180,335",336,8.10(w) x 10.80(h) x 0.70(d)
9158,Big Data Application Architecture Q&A;: A Problem - Solution Approach,Nitin Sawant# Himanshu Shah,,$49.99 ,$29.99 ,,9.78143E+12,978-1430262923,,Apress,,,172,7.40(w) x 9.10(h) x 0.60(d)
9159,Deploying Cisco Wide Area Application Services / Edition 2,Zach Seils# Joel Christner# Nancy Jin,$51.52 ,,$47.49 ,,9.78159E+12,978-1587059124,Networking Technology Series,Cisco Press,,"1,180,436",625,7.60(w) x 9.20(h) x 1.60(d)
9160,DNS For Dummies,Blair Rampling# David Dalan,,,,,9.78076E+12,978-0764516832,For Dummies Series,Wiley,,"1,180,484",360,9.25(w) x 7.50(h) x 0.75(d)
9161,GregorianCalendar Tiny Notes 1.0,JR Hines,,,,,2.94001E+12,294-0012841117,Java Tiny Notes,Hines Enterprises,,"1,181,100",,
9162,Library ebooks for Nook,Brian Solomon,,,,,2.94001E+12,294-0012189509,,Solomon Publishing,,"1,181,117",,
9163,MCTS Guide to Microsoft Windows 7 (Exam # 70-680),Byron Wright# Leon Plesniarski,,$148.38 ,,,9.78111E+12,978-1111309770,Test Preparation Series,Cengage Learning,,"1,181,112",736,8.50(w) x 10.80(h) x 1.20(d)
9164,Creating an Online Business 101,Irwing,,,,,2.94001E+12,294-0012981394,,Caring & Sharing,,"1,181,185",26,
9165,Certified Manager of Software Testing (Cmst) Secrets to Acing the Exam and Successful Finding and Landing Your Next Certified Manager of Software Test,Robert Harvey,,$30.38 ,$16.49 ,,9.78149E+12,978-1486159284,,Emereo Pty Ltd,,,138,6.00(w) x 9.00(h) x 0.32(d)
9166,Home Networking: The Missing Manual,Scott Lowe,,$24.95 ,$11.99 ,,9.7806E+12,978-0596005580,Missing Manual Series,"O'Reilly Media, Incorporated",,"1,402,743",268,7.00(w) x 9.19(h) x 0.66(d)
9167,"Introducing Microsoft Expression Studio: Using Design, Web, Blend, and Media to Create Professional Digital Content",Greg Holden,,,,,9.7816E+12,978-1598631579,,Course Technology PTR,,"1,180,905",,
9168,NX 10 Tutorial,Online Instructor,,,,,2.94015E+12,294-0152162394,,Online Instructor,,"1,180,993",,
9169,Home Business Success: How to Successfully Run Your Home Based Business,99 ¢ store# save to buy more,,,,,2.94002E+12,294-0016730684,,"99 ¢ store, save to buy more",,"1,181,012",,
