"ID", "Title", "Author", "Price", "Edition", "ASIN", "ISBN-13", "ISBN-10", "Paperback", "Series", "Publisher", "File Size", "Print Length", "Publication Date", "Sold by", "Language", "Product Dimensions", "Shipping Weight"
"7579","Get CompTIA  Certified to be an A+, Network+ Technician: Worldwide acceptance Never Expires, Step by Step. (CompTia Help Book 1)","Celal Boz","$5.29","Kindle Edition","B00ISSWH7U","","","","","","701 KB","14 pages","March 4, 2014","Amazon Digital Services,  Inc.","English","",""
"7580","Get CompTIA  Certified to be an A+, Network+ Technician: Worldwide acceptance Never Expires, Step by Step. (CompTia Help Book 1)","Celal Boz","$5.29","Kindle Edition","B00ISSWH7U","","","","","","701 KB","14 pages","March 4, 2014","Amazon Digital Services,  Inc.","English","",""
"7581","Social Capitalism: An Essay on the Economics of Technology","Robert Harken","$2.99","Kindle Edition","B00IT1FC64","","","","","Harken Media (August 25, 2013)","404 KB","8 pages","August 25, 2013","Amazon Digital Services,  Inc.","English","",""
"7582","Cyber Security Principles","Garrett Gee","$3.99","Kindle Edition","B00ITENU9M","","","","","Paper Street Publishing (March 1, 2014)","1997 KB","28 pages","March 1, 2014","Amazon Digital Services,  Inc.","English","",""
"7583","Day One: MPLS for Enterprise Engineers","Darren O'Connor","$0.99","Kindle Edition","B00IU1KCJ0","","","","","Juniper Networks Books (March 5, 2014)","962 KB","75 pages","March 5, 2014","Amazon Digital Services,  Inc.","English","",""
"7584","The Once A Month PC Maintenance Plan: Tune Up Your PC In 8 Easy Steps","Arturo Rubio","$0.99","Kindle Edition","B00IVGO0OM","","","","","","2056 KB","32 pages","March 7, 2014","Amazon Digital Services,  Inc.","English","",""
"7585","IISFA Memberbook 2010 DIGITAL FORENSICS: Condivisione della conoscenza tra i membri dell'IISFA ITALIAN CHAPTER (Italian Edition)","Gerardo Costabile; Antonino Attanasio","$3.98","Kindle Edition","B00IWCSTQU","","","","","IISFA Italian Chapter; 1 edition (March 8, 2014)","5894 KB","411 pages","March 8, 2014","Amazon Digital Services,  Inc.","Italian","",""
"7586","Fundamentals of Action and Arcade Game Design","Ernest Adams","$7.20
                            
                            
                                
                                    Save $1.80 (20%)","Kindle Edition","B00IXNOFIE","","","","","New Riders; 1 edition (March 11, 2014)","2719 KB","48 pages","March 11, 2014","Amazon Digital Services,  Inc.","English","",""
"7587","Bitcoin Mining: Step-By-Step Guide To Bitcoin Mining For Beginners","Jonny Smith","$2.99","Kindle Edition","B00IXNT0YI","","","","","Jonny Smith; 1 edition (March 10, 2014)","1457 KB","26 pages","March 10, 2014","Amazon Digital Services,  Inc.","English","",""
"7588","How To Use Microsoft Word 2010: Get Started With Microsoft Word 2010 Today (The Microsoft Office Series)","Sebastian Evans","$2.99","Kindle Edition","B00IY495ZK","","","","","","906 KB","33 pages","March 11, 2014","Amazon Digital Services,  Inc.","English","",""
"7589","The Fundamentals of Digital Success: The Challenges Facing Digital Managers in 2014","Simon Nash; Benjamin Grose; Simon Nash; Veronika Pechova; Benjamin Grose; Adam Sefton; Veronika Pechova; Andrew Larking; Adam Sefton","$1.64","Kindle Edition","B00IYP38U2","","","","","Grose & Nash (August 10, 2014)","104 KB","42 pages","August 10, 2014","Amazon Digital Services,  Inc.","English","",""
"7590","How Bitcoin works: hash function blockchain PoW (Japanese Edition)","TETSUYUKI OISHI","$4.99","Kindle Edition","B00IZGMCFC","","","","","tyk publishing; 1 edition (March 12, 2014)","257 KB","66 pages","March 12, 2014","Amazon Digital Services,  Inc.","Japanese","",""
"7591","Cryptography: Decoding Cryptography! From Ancient To New Age Times... (Code Breaking, Hacking, Data Encryption, Internet Security) (Cryptography, Code ... Data Encryption, Internet Security)","Clarence T. Rivers","$0.99
                            
                            
                                
                                    Save $2.00 (67%)","Kindle Edition","B00J16MU9S","","","","","JR Kindle Publishing (March 14, 2014)","946 KB","52 pages","March 14, 2014","Amazon Digital Services,  Inc.","English","",""
"7592","Virtual Breadwinner Book One: Beginner: How to Make Money Online as a Second Life® Land Baron","J.W. Hagarty; Victor Gonzalez","$9.00","Kindle Edition","B00J17J2W0","","","","","Autumn Mist Publishing (May 15, 2013)","1139 KB","90 pages","May 15, 2013","Amazon Digital Services,  Inc.","English","",""
"7593","The Top Five Mistakes New Second Life® Land Barons Make and How to Avoid Them (Virtual Breadwinner Book 0)","J.W. Hagarty","$1.00","Kindle Edition","B00J1SHT6A","","","","","Autumn Mist Publishing (May 15, 2013)","383 KB","14 pages","May 15, 2013","Amazon Digital Services,  Inc.","English","",""
"7594","ACCESS PROHIBITED: The Physical Security Tool Guide to Hacks, Cracks and Recon","Eric Michaud; Martin Whitmore","$9.99","Kindle Edition","","","","","","","","","","","","",""
"7595","The Black Book of Mobile Apps Marketing and SEO: Boosting mobile apps revenue. Avoid costly mistakes","Andrei Dan","$3.00","Kindle Edition","B00J2V9K2M","","","","","Andrei Dan (March 17, 2014)","747 KB","33 pages","March 17, 2014","Amazon Digital Services,  Inc.","English","",""
"7596","Passive Income: The 7 Most Lucrative Online Business Models (Passive Income, Financial Freedom, Wealth Creation, Internet Marketing) (Passive Income, Online ... Wealth Creation, Internet Marketing)","James Hill","$0.99
                            
                            
                                
                                    Save $2.00 (67%)","Kindle Edition","B00J3T3VLY","","","","","Hill Tech Ventures Inc. (March 18, 2014)","773 KB","79 pages","March 18, 2014","Amazon Digital Services,  Inc.","English","",""
"7597","Very Useful Android Java Code Snippets for Beginners: Simple as copy-paste Why reinvent the wheel ?","Andrei Dan","$2.99","Kindle Edition","B00J4SKPRM","","","","","Andrei Dan (March 19, 2014)","693 KB","90 pages","March 19, 2014","Amazon Digital Services,  Inc.","English","",""
"7598","Reconciling SAP COPA to the General Ledger","Paul Ovigele","$9.99","Kindle Edition","B00J66CEYO","","","","","Espresso Tutorials (March 21, 2014)","2100 KB","82 pages","March 21, 2014","Amazon Digital Services,  Inc.","English","",""
"7599","Fundamentals of Role-Playing Game Design","Ernest Adams","$7.20
                            
                            
                                
                                    Save $1.80 (20%)","Kindle Edition","B00J8KI8HA","","","","","New Riders; 1 edition (March 25, 2014)","2017 KB","51 pages","March 25, 2014","Amazon Digital Services,  Inc.","English","",""
"7600","Understand! Change!  Become skilled in the personal computer! - Hardware Introduction: Understand Change  Become skilled in the personal computer Hardware Introduction","栗田貴文","$0.99","Kindle Edition","B00J8KY0RW","","","","","K takaf; 1 edition (March 24, 2014)","2222 KB","25 pages","March 24, 2014","Amazon Digital Services,  Inc.","English","",""
"7601","Deus Ex Machina","Mel Croucher","$15.99","Kindle Edition","B00J9AT2QA","","","","","Acorn Books; 1 edition (March 26, 2014)","17771 KB","346 pages","March 26, 2014","Amazon Digital Services,  Inc.","English","",""
"7602","How to keep your VMware virtual machine healthy ?: Tips to Maintain Good Health of Your VM","Prashant P","$1.00","Kindle Edition","B00J9GGL8Q","","","","","Prashant - VirtualTech Solutions (March 25, 2014)","401 KB","15 pages","March 25, 2014","Amazon Digital Services,  Inc.","English","",""
"7603","Telemedicine Templates: Improve Speed & Efficiency","Mitchel Schwindt; William Wu; Mitchel Schwindt","$2.99","Kindle Edition","B00J9KUCJ6","","","","","Singularis Media Group; 1 edition (March 25, 2014)","1354 KB","32 pages","March 25, 2014","Amazon Digital Services,  Inc.","English","",""
"7604","Bitcoin Beginner Guide: Everything You Need To Know About Bitcoin Mining, Trading, and Making Money with Bitcoin (Cryptocurrencies)","Alex Sorensen","$2.99","Kindle Edition","B00JBDRHZS","","","","","Right Words Publishing (March 27, 2014)","1397 KB","45 pages","March 27, 2014","Amazon Digital Services,  Inc.","English","",""
"7605","Wireless Hacking Simplified","Eric Sultan","$4.99","Kindle Edition","B00JCZR9F8","","","","","","1045 KB","29 pages","March 29, 2014","Amazon Digital Services,  Inc.","English","",""
"7606","Bitcoin 101: The How, Why and What of Bitcoin","Robert MacBeath","$2.99","Kindle Edition","B00JEZZMSM","","","","","CryptosFTW (April 1, 2014)","362 KB","28 pages","April 1, 2014","Amazon Digital Services,  Inc.","English","",""
"7607","Chromebook sales skyrocket! Watch out Microsoft!","Jim Lynch","$1.29","Kindle Edition","B00JF6TFPQ","","","","","","439 KB","3 pages","April 1, 2014","Amazon Digital Services,  Inc.","English","",""
"7608","iOS App Development For Beginners - Easily Create Your Own Successful Viral App Simply and Quickly (iOS 7 - Make iPhone, iPad, iPod Apps & Games For non-programmers)","Calum A","$2.99","Kindle Edition","B00JFJP1JM","","","","","","164 KB","24 pages","April 2, 2014","Amazon Digital Services,  Inc.","English","",""
"7609","CONTENT CRUNCH: Why Curation Is the Future of Your Website","Tim Durrant","$0.99","Kindle Edition","B00JFVI4FS","","","","","Targify.com.au; 1 edition (April 2, 2014)","992 KB","29 pages","April 2, 2014","Amazon Digital Services,  Inc.","English","",""
"7610","Windows Store apps with XAML and HTML - Part 1","Andrea Boschin; SilverlightShow Team","$1.20","Kindle Edition","B00JG6DD1M","","","","","SilverlightShow (May 6, 2013)","541 KB","62 pages","May 6, 2013","Amazon Digital Services,  Inc.","English","",""
"7611","Leadership and Team Building for World of Tanks: How to build a winning Team environment and motivate players to give you their very best. (World of Tanks Battle Books Book 3)","MAJ John M. Garner WAARNG Ret","$4.99","Kindle Edition","B00JGF7V4I","","","","","Maj John M. ""Mike"" Garner, WAARNG, Ret; 1 edition (March 31, 2014)","2030 KB","10 pages","March 31, 2014","Amazon Digital Services,  Inc.","English","",""
"7612","The Green Robot: Guide to Creating and Selling Android Apps on Google Play","Noah Daniels","$5.99","Kindle Edition","B00JGTBC62","","","","","wolfmedia2000; 1 edition (April 3, 2014)","1281 KB","26 pages","April 3, 2014","Amazon Digital Services,  Inc.","English","",""
"7613","Kevin Mitnick: The Extraordinary life of World's Most Wanted Hacker Kevin Mitnick","H.D. McGilloway","$2.99","Kindle Edition","B00JH3R25M","","","","","","1505 KB","11 pages","April 3, 2014","Amazon Digital Services,  Inc.","English","",""
"7614","Technology (Interesting Stuff Book 2)","John Smith","$24.00","Kindle Edition","B00JHL4B44","","","","","","3576 KB","346 pages","April 4, 2014","Amazon Digital Services,  Inc.","English","",""
"7615","My Robots: Musings of a Hobby Robot Pioneer","David L. Heiserman","$0.99","Kindle Edition","B00JHQ5ELS","","","","","SweetHaven Publishing Services (April 4, 2014)","348 KB","40 pages","April 4, 2014","Amazon Digital Services,  Inc.","English","",""
"7616","Rutgers Computer & Technology Law Journal: Volume 40, Number 1 - 2014","Rutgers Computer and Technology Law Journal","$0.99","Kindle Edition","B00JHRHQ9U","","","","","Quid Pro Books (April 5, 2014)","806 KB","139 pages","April 5, 2014","Amazon Digital Services,  Inc.","English","",""
"7617","Day Trading Bitcoin","Elliot Stephens","$1.99","Kindle Edition","B00JHTSRVO","","","","","","1017 KB","79 pages","April 5, 2014","Amazon Digital Services,  Inc.","English","",""
"7618","Learn Python 3: A Beginners Guide using Turtle Interactive Graphics","John Rowland","$5.85","Kindle Edition","B00JI49LGI","","","","","","2651 KB","368 pages","April 5, 2014","Amazon Digital Services,  Inc.","English","",""
"7619","106 Most Popular Tips of Android KitKat 4.4.2: An Illustrated & Step by Step Guide","Saadat Wahid; Ahmad Wahid","$1.99","Kindle Edition","B00JIMETYE","","","","","GSG (May 18, 2014)","9004 KB","230 pages","May 18, 2014","Amazon Digital Services,  Inc.","English","",""
"7620","Jump Start Your Drupal 7 Module Development Learning Curve: One of the missing links to understanding Module Development in Drupal","Cheryl Mason","$2.99","Kindle Edition","B00JJ9G4SA","","","","","WebSourceUSA (January 1, 2014)","2428 KB","58 pages","January 1, 2014","Amazon Digital Services,  Inc.","English","",""
"7621","Big Data: Opportunities and challenges","The Chartered Institute for IT BCS","$2.99","Kindle Edition","B00JJSUJKK","","","","","BCS, The Chartered Institute for IT (April 7, 2014)","895 KB","86 pages","April 7, 2014","Amazon Digital Services,  Inc.","English","",""
"7622","How to Use Microsoft Excel 2013: A Simple Step by Step Guide to Operating and Understanding Excel Today (Excel 2013 in Computer, Excel 2010, Excel 2007, ... Excel Formulas, MS Office Application)","Ben Anderson","$2.99","Kindle Edition","B00JLGDVB4","","","","","","699 KB","37 pages","April 9, 2014","Amazon Digital Services,  Inc.","English","",""
"7623","CD247's Playstation 3 YLOD Yellow Light Of Death Repair Guide","William Deavall","$2.99","Kindle Edition","B00JN9IOC0","","","","","CD247 (April 11, 2014)","1927 KB","67 pages","April 11, 2014","Amazon Digital Services,  Inc.","English","",""
"7624","Mobile Apps Made Simple: The Ultimate Guide to Quickly Creating, Designing and Utilizing Mobile Apps for Your Business - 2nd Edition (mobile application, ... programming, android apps, ios apps)","Jonathan McCallister","$2.99
                            
                            
                                
                                    Save $7.00 (70%)","Kindle Edition","","","","","","","","","","","","",""
"7625","Why Samsung is the Mitt Romney of the Android world","Jim Lynch","$1.29","Kindle Edition","B00JNSNJF8","","","","","","478 KB","5 pages","April 12, 2014","Amazon Digital Services,  Inc.","English","",""
"7626","Cocos2d-JS Make a Mobile Game in 2 Days: Learn How to Develop a Multiplatform Game in 2 days","Shreedhara C A","$9.99","Kindle Edition","B00JNT0JE6","","","","","","1259 KB","54 pages","April 19, 2014","Amazon Digital Services,  Inc.","English","",""
